customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3658-KIBGF,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,54.9,54.9,1
7558-IMLMT,1,0,1,1,67,1,0,0,2,2,2,2,2,2,2,1,1,20.8,1411.9,0
2429-AYKKO,1,0,0,0,72,1,0,0,2,2,2,2,2,2,2,0,2,19.85,1434.1,0
6689-KXGBO,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,50.55,50.55,1
6330-JKLPC,1,0,1,0,11,1,1,2,0,1,0,0,0,0,0,1,2,80.5,896.9,1
9526-JAWYF,1,0,0,0,26,1,0,2,0,1,1,0,1,0,0,0,0,89.8,2335.3,1
4959-JOSRX,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,3,44.6,80.55,1
7663-ZTEGJ,1,0,0,1,29,1,1,2,0,1,1,1,0,1,1,0,3,100.55,2830.45,0
8984-HPEMB,0,0,0,0,71,1,1,2,1,1,1,1,1,1,2,1,0,118.65,8477.6,0
2277-DJJDL,1,1,1,0,60,1,1,2,0,0,0,1,1,1,0,1,0,99.0,6017.9,0
3374-LXDEV,0,0,0,0,13,1,1,2,0,1,1,1,0,0,0,0,0,89.4,1132.35,1
8634-MPHTR,1,1,1,0,47,1,1,2,0,0,1,0,1,1,0,1,0,100.05,4871.05,1
4640-UHDOS,0,0,1,1,13,1,0,1,0,0,0,0,0,1,0,0,0,55.95,734.35,1
8277-RVRSV,0,0,1,1,33,1,1,0,2,2,2,2,2,2,1,0,3,24.15,800.3,0
9987-LUTYD,0,0,0,0,13,1,0,1,1,0,0,1,0,0,1,0,1,55.15,742.9,0
5016-IBERQ,1,0,1,0,23,1,1,2,0,1,1,0,0,0,0,0,0,84.25,1968.1,0
5193-QLVZB,1,0,0,0,63,1,1,2,0,1,1,0,1,1,2,1,2,104.75,6536.5,0
6481-ESCNL,0,0,0,0,29,1,1,2,0,0,1,0,1,1,0,0,2,100.55,2878.75,0
0015-UOCOJ,0,1,0,0,7,1,0,1,1,0,0,0,0,0,0,1,0,48.2,340.35,0
9867-NNXLC,0,0,0,0,22,1,0,0,2,2,2,2,2,2,0,1,1,20.05,470.2,0
9940-HPQPG,0,0,1,0,9,1,1,2,1,1,1,0,0,0,0,0,2,91.75,865.8,1
3440-JPSCL,0,0,0,0,6,1,0,2,0,0,1,1,1,1,0,1,1,99.95,547.65,1
4237-RLAQD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,45.85,45.85,1
7446-SFAOA,0,0,1,0,37,1,0,0,2,2,2,2,2,2,1,1,2,19.85,717.5,0
6060-DRTNL,0,1,0,0,5,1,0,2,0,0,1,0,1,0,0,1,1,84.85,415.55,1
4486-EFAEB,1,0,0,0,13,1,0,0,2,2,2,2,2,2,0,1,0,20.4,251.65,0
5759-RCVCB,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0,3,35.2,108.95,1
4522-AKYLR,0,1,0,0,13,1,0,1,0,1,1,0,0,0,0,1,0,54.8,731.3,0
1492-KGETH,1,0,1,1,70,1,1,1,1,1,1,1,0,1,1,0,2,78.35,5445.95,0
6719-FGEDO,0,0,1,0,72,1,1,2,1,1,1,1,0,0,2,1,2,97.0,7104.2,0
5312-TSZVC,0,0,0,1,15,1,0,0,2,2,2,2,2,2,1,0,1,19.65,270.6,0
3049-SOLAY,0,0,1,0,3,1,1,2,0,0,0,0,1,1,0,1,0,95.2,292.85,1
7711-GQBZC,0,0,1,1,71,1,1,0,2,2,2,2,2,2,2,0,2,24.7,1810.55,0
9506-UXUSK,1,0,0,0,13,1,0,2,0,0,0,0,0,0,0,1,0,70.15,931.75,0
3521-MNKLV,1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,1,1,49.7,1167.8,0
6937-GCDGQ,1,0,1,1,19,1,0,1,1,0,0,0,0,0,1,1,2,48.95,955.6,0
3701-SFMUH,1,0,1,1,7,1,0,1,1,0,0,0,1,1,0,0,3,69.7,516.15,0
6424-ELEYH,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,1,3,74.75,229.5,1
0098-BOWSO,1,0,0,0,27,1,0,0,2,2,2,2,2,2,0,1,0,19.4,529.8,0
2223-KAGMX,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,2,19.4,289.3,1
2260-USTRB,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2,70.2,115.95,1
9867-XOBQA,0,0,0,1,21,0,2,1,1,1,1,1,1,0,2,0,1,53.15,1183.2,0
6917-IAYHD,1,0,0,1,1,0,2,1,0,1,0,1,0,0,0,0,1,33.6,33.6,0
1642-HMARX,0,0,1,0,68,1,1,1,1,1,1,1,1,1,2,1,0,91.7,6424.7,0
5512-IDZEI,1,0,1,1,46,1,1,0,2,2,2,2,2,2,1,0,0,24.9,1174.8,0
9025-ZRPVR,1,0,0,0,9,1,0,0,2,2,2,2,2,2,0,1,1,18.95,185.6,1
5628-RKIFK,0,1,0,0,49,1,1,2,1,0,0,0,1,1,0,0,3,101.55,5070.4,0
5386-THSLQ,0,1,1,0,66,0,2,1,0,1,1,0,1,0,1,0,2,45.55,3027.25,0
2612-RRIDN,1,0,0,0,4,1,0,2,0,0,0,0,1,0,0,1,0,81.0,340.85,1
4192-GORJT,1,0,1,0,5,1,0,2,0,0,1,0,1,1,0,1,0,94.45,498.1,1
3902-FOIGH,1,1,1,0,12,1,1,2,0,1,0,0,1,1,0,1,0,101.35,1218.55,1
1465-WCZVT,0,0,1,1,3,1,0,0,2,2,2,2,2,2,0,0,1,19.65,60.65,0
2034-CGRHZ,1,1,0,0,24,1,1,2,0,1,1,0,1,1,0,1,3,102.95,2496.7,1
5542-TBBWB,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.9,69.9,0
1095-JUDTC,0,1,0,0,47,1,1,2,0,1,0,1,1,0,0,1,0,95.05,4504.55,1
2309-OSFEU,1,0,0,0,10,0,2,1,0,0,0,0,0,1,0,1,1,33.9,298.45,1
2983-ZANRP,0,0,1,1,2,1,0,2,0,1,0,0,0,0,0,1,2,73.55,145.4,1
5389-FFVKB,1,1,1,0,32,1,0,2,0,0,0,0,0,1,0,1,3,80.3,2483.05,1
4489-SNOJF,0,0,1,1,35,1,1,1,1,0,1,1,1,0,0,0,0,72.25,2568.55,1
9099-FTUHS,0,0,0,0,23,1,1,1,1,0,0,0,0,0,0,0,0,54.4,1249.25,0
9938-EKRGF,0,0,0,0,15,1,0,1,1,1,1,1,1,1,0,0,1,84.45,1287.85,0
8778-LMWTJ,0,0,0,0,9,1,0,2,1,0,0,0,0,0,0,1,0,74.85,708.2,0
4123-FCVCB,0,0,0,0,12,1,1,1,0,0,0,1,1,1,1,1,1,75.85,854.45,0
7240-ETPTR,0,0,1,0,9,0,2,1,0,0,1,0,1,1,0,1,0,48.75,442.2,1
3545-CNWRG,0,0,1,1,49,1,1,2,0,1,0,0,1,1,0,1,0,98.35,4889.2,0
9509-MPYOD,0,0,0,0,35,1,0,0,2,2,2,2,2,2,1,0,1,20.75,700.45,0
7794-JASDG,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,50.75,50.75,0
3422-LYEPQ,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,71.0,71,1
5301-GAUUY,1,0,0,0,32,1,1,2,0,1,0,0,0,0,0,1,2,80.35,2596.15,1
6893-ODYYE,1,0,0,0,50,1,0,2,1,1,1,1,0,0,1,1,3,90.1,4549.45,0
4250-ZBWLV,1,0,0,0,68,1,1,2,0,1,1,1,1,1,1,0,0,108.45,7176.55,1
4007-NHVHI,0,1,0,0,56,1,1,2,1,1,0,0,0,1,0,1,0,96.85,5219.65,0
4423-YLHDV,0,0,1,0,21,1,1,2,1,0,1,0,1,1,0,1,2,104.4,2200.25,1
3506-LCJDC,1,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,2,19.95,19.95,1
5469-CTCWN,1,0,1,1,61,1,1,2,1,1,0,0,1,1,1,1,0,106.0,6547.7,1
8166-ZZTFS,0,1,1,0,66,1,1,1,0,1,1,0,1,1,2,1,2,80.55,5265.1,1
9337-SRRNI,1,0,0,1,66,1,1,0,2,2,2,2,2,2,2,1,3,25.3,1673.8,0
4803-AXVYP,0,1,0,0,38,1,1,2,0,0,0,1,1,1,0,1,0,99.55,3734.25,1
7781-EWARA,1,0,1,1,70,0,2,1,0,1,1,1,1,1,1,0,0,60.35,4138.7,0
8429-XIBUM,1,0,0,0,22,1,1,2,1,0,0,0,1,1,0,1,2,101.35,2317.1,1
5025-GOOKI,0,0,0,0,20,1,0,0,2,2,2,2,2,2,0,1,3,18.9,347.65,0
6439-LAJXL,1,0,1,0,9,1,0,1,1,1,0,1,1,0,0,1,1,68.95,593.85,0
8402-OOOHJ,0,0,0,0,41,1,0,0,2,2,2,2,2,2,2,0,1,20.65,835.15,0
1612-EOHDH,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.15,45.15,1
2979-SXESE,0,0,1,1,17,1,1,2,1,0,1,0,1,0,0,0,0,94.4,1607.2,1
5480-HPRRX,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,25.3,77.75,1
8805-JNRAZ,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,49.2,103.7,0
0188-GWFLE,1,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,1,20.05,33.7,0
5837-LXSDN,0,0,1,1,21,1,0,1,0,1,0,0,1,0,1,1,3,58.85,1215.45,0
4808-YNLEU,0,0,1,0,35,1,0,1,1,0,0,0,1,0,1,1,2,62.15,2215.45,0
6979-TNDEU,0,0,0,0,8,1,0,0,2,2,2,2,2,2,0,0,1,19.2,156.85,0
4312-GVYNH,0,0,1,0,70,0,2,1,1,0,1,1,0,1,2,1,2,49.85,3370.2,0
1183-CANVH,0,0,1,0,23,1,0,1,0,0,0,1,1,0,1,0,2,60.0,1347.15,0
2121-JAFOM,0,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,3,115.55,8312.4,0
3192-NQECA,1,0,1,0,68,1,1,2,0,1,1,1,1,1,2,1,2,110.0,7611.85,1
2632-UCGVD,1,1,1,0,66,1,1,2,0,0,0,1,1,1,0,1,3,100.05,6871.9,1
6599-CEBNN,0,0,0,0,34,1,0,2,0,1,0,0,0,0,0,1,3,73.95,2524.45,1
9898-KZQDZ,0,1,1,1,40,1,1,2,0,0,0,0,1,1,0,1,3,94.55,3640.45,1
4667-OHGKG,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,19.3,19.3,1
4695-VADHF,1,0,1,1,18,1,0,1,0,0,1,0,0,1,0,0,0,57.45,990.85,1
5482-NUPNA,0,0,0,0,4,1,0,1,1,1,0,1,0,0,0,1,1,60.4,272.15,1
2082-OJVTK,1,0,1,1,29,1,1,2,0,0,1,0,0,1,0,1,0,89.2,2698.35,1
8260-NGFNY,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,25.2,25.2,1
3422-WJOYD,1,0,1,0,28,1,0,1,1,0,0,1,0,0,1,0,1,54.35,1426.45,0
1735-XMJVH,1,0,1,1,8,1,0,0,2,2,2,2,2,2,0,1,1,19.35,152.6,0
3308-DGHKL,1,0,0,0,69,1,0,0,2,2,2,2,2,2,2,1,2,19.3,1447.9,0
6194-HBGQN,1,0,0,0,51,1,1,1,1,1,1,1,1,0,1,1,3,81.15,4126.2,0
1965-AKTSX,0,1,0,0,14,1,1,2,0,1,0,0,0,0,0,1,0,78.95,1101.85,1
9776-CLUJA,0,1,1,0,51,1,1,2,1,0,0,0,0,0,0,1,0,77.5,3807.35,1
6467-CHFZW,1,0,1,1,47,1,1,2,0,1,0,0,1,1,0,1,0,99.35,4749.15,1
5322-ZSMZY,1,0,1,1,31,1,1,0,2,2,2,2,2,2,2,0,1,25.75,755.6,0
2873-ZLIWT,0,0,1,1,40,1,1,2,0,0,1,1,0,0,0,1,0,84.85,3303.05,1
6567-HOOPW,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.2,79.2,1
1752-OZXFY,1,0,1,0,60,1,0,1,1,0,0,0,1,0,1,1,1,59.8,3561.15,0
2474-BRUCM,1,1,1,0,40,1,1,2,1,0,0,0,1,1,0,0,0,101.85,4086.3,1
4039-HEUNW,1,1,1,0,36,1,1,2,0,1,0,0,1,1,0,1,0,96.5,3436.1,1
5766-XQXMQ,0,0,0,0,29,1,0,1,1,1,1,0,0,1,0,1,2,68.85,1970.5,1
6286-ZHAOK,0,0,1,1,20,1,1,0,2,2,2,2,2,2,0,1,2,25.55,507.4,0
6185-TASNN,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,46.3,46.3,0
9846-GKXAS,0,0,0,0,9,1,0,2,0,0,0,0,1,1,0,1,2,90.8,809.75,1
1816-FLZDK,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,29.15,29.15,0
6689-TCZHQ,0,1,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,78.95,378.4,1
9860-LISIZ,0,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,1,20.35,673.2,0
6429-SHBCB,1,0,0,0,19,1,1,1,0,0,0,0,1,1,0,0,1,69.6,1394.55,0
6595-COKXZ,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,44.45,44.45,1
3376-BMGFE,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,2,70.9,273,1
8510-BBWMU,0,0,0,0,41,1,0,0,2,2,2,2,2,2,1,1,1,19.75,806.95,0
7018-FPXHH,1,0,1,1,56,1,0,1,1,1,1,0,0,0,2,1,2,59.8,3457.45,0
3866-MDTUB,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,70.75,146.9,1
9526-BIHHD,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,29.7,29.7,1
7315-WYOAW,1,0,0,0,13,1,1,2,0,0,0,1,1,1,0,0,0,100.75,1313.25,0
1725-MIMXW,1,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,1,19.45,19.45,1
7776-QGYJC,0,0,1,1,39,1,0,2,0,0,1,1,0,0,0,1,2,81.5,3107.3,0
0048-LUMLS,1,0,1,1,37,1,0,2,0,0,0,0,1,1,1,0,3,91.2,3247.55,0
7595-EHCDL,1,0,1,1,32,0,2,1,0,0,1,0,1,1,0,0,3,50.6,1653.45,0
4763-PGDPO,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,70.4,281,1
2111-DWYHN,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,21.1,21.1,0
0854-UYHZD,0,0,1,1,13,1,0,0,2,2,2,2,2,2,2,0,1,19.55,265.3,0
6127-ISGTU,0,0,1,0,16,1,1,2,0,0,0,0,1,0,0,1,0,84.95,1378.25,1
3104-OWCGK,1,0,1,1,60,1,0,2,0,1,1,0,1,0,1,0,0,90.95,5453.4,1
7982-VCELR,0,0,0,0,36,1,0,2,0,1,0,0,1,1,0,1,3,94.8,3565.65,0
1731-TVIUK,0,0,0,0,4,1,1,2,0,1,0,1,0,1,0,1,0,93.5,362.2,1
5242-UOWHD,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,0,1,20.35,929.2,0
3424-NMNBO,1,1,1,0,58,1,1,2,1,1,1,0,1,1,1,1,0,108.85,6287.25,1
3045-XETSH,0,0,0,0,10,1,1,2,0,1,1,0,0,1,0,1,0,94.85,953.45,1
6103-LIANB,1,0,1,1,59,1,1,2,0,0,1,0,1,1,2,1,3,99.5,5861.75,0
2472-OVKUP,1,0,1,0,6,1,0,2,0,1,1,0,0,1,0,1,0,91.0,531,1
9391-YZEJW,0,0,0,0,62,1,1,2,0,0,0,0,1,1,1,1,2,94.0,5757.2,0
3269-ATYWD,1,1,0,0,39,1,1,2,0,0,0,0,1,1,0,1,2,95.65,3759.05,1
9722-UJOJR,1,0,1,1,29,1,0,2,0,0,0,0,0,0,0,1,0,70.75,1974.8,1
2249-YPRNG,0,0,1,1,20,1,1,2,0,1,1,0,1,1,0,1,2,105.85,2239.65,1
1977-STDKI,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,73.0,73,1
2608-BHKFN,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,3,70.05,266.9,1
1391-UBDAR,1,0,0,0,11,1,0,2,0,0,1,0,0,0,0,0,0,72.9,818.45,0
5515-IDEJJ,1,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,1,19.9,19.9,1
8111-SLLHI,1,1,1,0,39,1,1,2,0,1,1,0,1,1,0,1,0,105.65,4284.8,1
6542-LWGXJ,1,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,1,25.0,78.25,0
1625-JAIIY,0,0,1,1,68,1,1,2,0,0,0,0,1,0,1,1,0,83.0,5685.8,1
3144-KMTWZ,1,0,1,0,71,1,1,2,0,1,1,0,0,1,0,1,2,93.25,6669.45,0
2955-PSXOE,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,2,20.2,20.2,1
2892-GESUL,0,0,1,1,18,1,0,0,2,2,2,2,2,2,2,0,1,19.35,309.25,0
4806-HIPDW,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,68.95,68.95,1
7817-OMJNA,1,0,0,0,14,1,0,0,2,2,2,2,2,2,1,0,2,20.4,275.7,0
2150-UWTFY,0,0,1,1,22,1,0,1,1,1,1,0,0,0,0,0,1,61.15,1422.05,1
2519-FAKOD,1,0,0,1,38,1,1,2,0,0,1,0,1,1,0,1,2,99.25,3777.15,1
4431-EDMIQ,0,0,1,1,7,1,0,1,1,1,1,1,1,0,0,1,0,75.7,554.05,0
1038-ZAGBI,0,0,1,1,12,1,0,0,2,2,2,2,2,2,1,0,2,19.8,229.6,1
0541-FITGH,0,0,1,0,2,1,0,1,1,0,0,0,0,1,0,1,1,62.15,113.1,0
3063-QFSZL,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,55.4,55.4,1
6898-MDLZW,1,0,0,0,12,1,0,1,0,1,0,1,0,0,0,1,1,53.75,648.65,0
0093-EXYQL,0,1,0,0,40,1,0,2,0,0,0,0,1,1,0,1,0,91.55,3673.6,0
7005-CYUIL,0,1,1,0,71,1,0,2,1,1,1,1,1,0,2,1,0,99.4,7168.25,0
5378-IKEEG,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,35.75,35.75,1
5296-BFCYD,1,0,1,1,46,1,0,0,2,2,2,2,2,2,2,1,1,20.1,936.85,0
4815-TUMEQ,0,0,0,0,10,1,0,0,2,2,2,2,2,2,1,1,1,19.3,185.2,0
4929-ROART,1,0,0,0,18,1,1,1,1,0,0,0,0,0,0,0,1,56.25,969.85,0
3704-IEAXF,0,0,1,1,72,0,2,1,0,1,0,1,1,1,2,0,3,53.65,3784,0
8232-UTFOZ,1,0,0,0,69,1,0,0,2,2,2,2,2,2,2,0,3,19.95,1399.35,0
3138-BKYAV,1,0,0,0,6,1,0,2,0,1,0,0,1,0,0,1,0,85.35,489.45,1
7422-WNBTY,1,0,1,0,33,1,1,2,0,1,1,0,0,1,0,1,0,93.35,3092,0
2669-QVCRG,0,0,0,0,41,1,1,2,1,0,0,0,0,0,0,1,3,81.3,3190.65,0
1027-LKKQQ,0,0,1,1,72,1,0,1,1,0,1,1,1,1,2,1,2,80.45,5886.85,0
2194-IIQOF,0,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,3,89.3,6388.65,0
8958-JPTRR,0,0,1,0,56,1,1,0,2,2,2,2,2,2,1,0,0,24.3,1261.7,0
0384-RVBPI,1,0,0,0,20,1,0,1,1,0,1,0,0,1,0,0,3,64.4,1398.6,0
8695-ARGXZ,1,1,1,0,34,1,1,2,0,0,0,0,0,0,0,1,0,75.55,2425.4,0
0196-VULGZ,0,1,1,0,6,1,1,2,0,0,0,0,0,1,0,1,0,84.35,474.9,1
3569-JFODW,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,3,90.95,6652.45,0
5793-YOLJN,0,0,1,1,55,1,0,0,2,2,2,2,2,2,2,0,1,21.0,1210.3,0
9851-KIELU,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,0,110.1,1043.3,1
3969-JQABI,0,0,1,0,58,1,0,1,1,1,0,0,1,0,0,1,3,65.25,3791.6,0
8000-REIQB,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.95,69.95,1
9734-YWGEX,0,0,0,0,9,1,1,2,0,0,1,0,1,1,0,0,3,98.3,923.5,1
9861-PDSZP,0,0,0,0,72,1,1,2,0,1,1,1,1,1,2,1,3,108.05,7806.6,0
7480-SPLEF,1,0,1,1,69,1,1,0,2,2,2,2,2,2,2,1,2,26.0,1796.55,0
6738-ISCBM,1,0,0,0,44,0,2,1,1,0,1,0,1,1,1,1,0,54.0,2440.25,0
7820-ZYGNY,1,0,0,0,63,1,1,2,0,1,0,0,0,1,1,0,3,90.45,5825.5,0
8165-ZJRNM,0,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,2,23.75,1679.25,0
6521-YYTYI,1,0,0,1,1,1,1,2,0,0,0,0,1,1,0,1,0,93.3,93.3,1
9640-ZSLDC,0,0,1,1,53,1,0,1,0,0,1,0,0,1,1,0,3,60.6,3297,0
6131-JLWZM,0,0,0,0,13,1,0,0,2,2,2,2,2,2,0,1,1,20.3,275.4,0
3663-MITLP,0,0,0,0,15,1,0,2,0,1,1,0,1,1,0,1,0,101.25,1457.25,1
1853-UDXBW,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,70.0,70,1
9839-ETQOE,1,0,0,1,43,0,2,1,1,1,1,0,0,0,0,1,0,40.45,1912.85,0
8073-IJDCM,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,20.3,20.3,1
1539-LNKHM,0,0,0,0,12,1,0,0,2,2,2,2,2,2,0,0,1,20.4,266.6,0
4285-GYRQC,0,0,1,0,7,1,0,2,0,0,1,0,1,0,0,1,0,86.25,587.1,1
1421-HCERK,1,1,1,0,30,1,1,2,1,1,1,1,1,0,0,1,2,105.7,3181.8,0
1527-SXDPN,1,0,1,1,52,1,1,2,0,0,1,1,0,1,2,1,2,96.25,4990.25,1
1226-UDFZR,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,49.6,114.7,1
0093-XWZFY,1,0,0,0,40,1,1,2,0,1,1,0,1,1,0,1,3,104.5,4036.85,1
3030-YZADT,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,44.95,431,1
2129-ALKBS,0,0,1,1,40,1,1,0,2,2,2,2,2,2,0,1,0,26.2,1077.5,0
5456-ITGIC,1,1,1,0,72,0,2,1,1,1,1,1,1,1,2,1,3,64.45,4641.1,0
9633-DENPU,0,0,1,0,47,1,0,1,0,1,0,0,1,0,0,1,2,58.6,2723.4,0
2845-KDHVX,0,0,1,0,64,1,0,1,0,1,1,1,0,1,2,1,1,68.3,4378.8,0
1498-DQNRX,0,0,1,0,29,1,0,0,2,2,2,2,2,2,0,0,1,19.85,573.05,0
3884-HCSWG,0,0,0,0,17,1,0,2,0,0,0,0,0,0,0,1,0,70.0,1144.5,1
7688-AWMDX,1,0,1,0,71,1,0,1,1,0,0,1,0,0,2,0,2,54.5,3778.2,0
8627-EHGIP,1,0,0,0,44,0,2,1,0,1,1,0,1,1,1,1,1,53.95,2375.4,1
5832-XKAES,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,69.8,134.7,1
4658-HCOHW,0,0,1,1,21,1,0,2,0,1,1,1,1,1,0,1,0,102.8,2110.15,1
1142-WACZW,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,2,29.85,75.6,1
3807-XHCJH,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,20.0,20,0
0661-XEYAN,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.8,25.8,1
7395-XWZOY,1,0,0,0,20,0,2,1,1,1,1,1,1,0,0,1,3,55.0,1165.55,0
9250-WYPLL,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,75.55,413.65,1
6870-ECSHE,0,0,0,0,2,1,0,0,2,2,2,2,2,2,1,0,1,20.45,34.8,0
5155-AZQPB,0,0,1,1,28,1,1,1,0,0,0,0,0,0,0,0,1,49.9,1410.25,0
3893-JRNFS,1,0,0,0,68,0,2,1,0,0,1,0,0,1,0,1,2,39.9,2796.35,0
2108-YKQTY,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,3,50.7,151.3,1
7508-MYBOG,1,0,1,0,14,1,1,2,0,0,0,0,1,0,0,1,0,86.1,1235.55,1
0547-HURJB,1,0,0,1,12,1,0,0,2,2,2,2,2,2,0,0,3,21.05,235.8,0
8559-WNQZS,1,0,0,0,1,1,0,0,2,2,2,2,2,2,2,0,1,20.45,20.45,0
0867-MKZVY,0,0,1,0,20,1,1,2,1,0,0,0,0,0,0,0,0,82.4,1592.35,1
0270-THENM,1,0,1,1,72,1,1,1,1,1,1,1,0,0,2,0,2,69.85,5102.35,0
6877-LGWXO,1,1,1,0,18,1,0,2,0,0,0,0,0,1,0,0,0,78.55,1422.65,1
8464-EETCQ,1,0,0,0,57,1,0,0,2,2,2,2,2,2,2,0,3,18.8,1094.35,0
5515-AKOAJ,0,0,0,0,54,1,1,2,0,0,0,1,1,1,0,1,0,100.1,5440.9,1
8573-CGOCC,1,0,0,0,16,1,0,0,2,2,2,2,2,2,0,0,3,19.75,294.9,0
3797-VTIDR,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,23.45,23.45,1
2575-GFSOE,0,0,1,1,7,1,0,2,0,0,0,0,0,0,0,1,0,69.0,506.9,1
9055-MOJJJ,0,0,1,1,64,1,0,1,1,0,0,1,1,0,1,0,1,65.8,4068,0
4119-ZYPZY,1,1,0,0,71,1,1,2,0,1,0,1,1,1,2,1,0,106.8,7623.2,0
9412-ARGBX,0,0,0,1,48,1,0,2,0,1,1,1,1,0,2,1,1,95.5,4627.85,1
1716-LSAMB,1,0,1,1,45,1,0,1,1,0,0,1,0,0,2,0,2,54.65,2553.7,0
0310-MVLET,0,0,1,1,61,1,1,2,0,1,0,0,1,1,0,1,0,99.15,6010.05,1
6960-HVYXR,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,76.0,76,1
6543-XRMYR,0,1,0,0,30,1,1,2,0,1,0,0,1,1,0,1,0,99.7,2967.35,1
1724-IQWNM,1,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,1,19.3,19.3,0
1136-XGEQU,0,0,1,1,50,1,1,1,0,1,1,1,1,1,1,1,3,84.15,4164.4,0
0096-BXERS,0,0,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,50.35,314.55,0
8979-CAMGB,1,1,0,0,64,1,1,2,0,0,1,1,1,1,1,0,0,102.1,6688.1,0
4884-TVUQF,0,1,0,0,57,1,1,2,1,0,1,1,0,1,2,0,3,101.3,5779.6,0
3230-IUALN,0,0,1,1,45,1,0,1,1,0,1,1,1,1,2,1,1,81.0,3533.6,0
6968-MHOMU,1,0,1,0,58,0,2,1,0,0,0,0,1,1,1,1,3,45.0,2689.35,0
9944-AEXBM,1,0,0,0,32,1,1,2,0,0,0,0,0,1,0,1,2,85.65,2664.3,0
6559-ILWKJ,1,0,1,0,71,0,2,1,0,1,0,0,1,1,2,0,0,49.35,3515.25,1
8642-GVWRF,0,0,1,0,2,1,0,2,0,1,1,0,0,0,0,0,2,79.7,165,1
